,Name,Country,Team,Date
579,DavCost,Russia,FlipSid3,2015-11-09
580,bubble,Bulgaria,E-frag.net,2015-11-09
581,spyleadeR,Bulgaria,E-frag.net,2015-11-09
582,nkl,Bulgaria,E-frag.net,2015-11-09
583,v1c7oR,Bulgaria,E-frag.net,2015-11-09
584,dream3r,Bulgaria,E-frag.net,2015-11-09
585,RUSH,United States,Conquest,2015-11-09
586,ShahZaM,United States,Conquest,2015-11-09
587,stanislaw,Canada,Conquest,2015-11-09
588,NAF,Canada,Conquest,2015-11-09
589,daps,Canada,Conquest,2015-11-09
590,yam,Australia,Renegades,2015-11-09
591,jks,Australia,Renegades,2015-11-09
592,AZR,Australia,Renegades,2015-11-09
593,Havoc,Australia,Renegades,2015-11-09
594,SPUNJ,Australia,Renegades,2015-11-09
595,rallen,Poland,Vexed,2015-11-09
596,Hyper,Poland,Vexed,2015-11-09
597,peet,Poland,Vexed,2015-11-09
598,Furlan,Poland,Vexed,2015-11-09
599,GruBy,Poland,Vexed,2015-11-09
600,Loord,Poland,CSGL,2015-11-09
601,SZPERO,Poland,CSGL,2015-11-09
602,innocent,Poland,CSGL,2015-11-09
603,MICHU,Poland,CSGL,2015-11-09
604,oskarish,Poland,CSGL,2015-11-09
605,flowsicK,United States,Winterfox,2015-11-09
606,Xp3,France,Winterfox,2015-11-09
607,anger,United States,Winterfox,2015-11-09
608,desi,United States,Winterfox,2015-11-09
609,LeX,United States,Winterfox,2015-11-09
610,SEMPHIS,Canada,Complexity,2015-11-09
611,roca,United States,Complexity,2015-11-09
612,valens,United States,Complexity,2015-11-09
613,autimatic,United States,Complexity,2015-11-09
614,sancz,United States,Complexity,2015-11-09
615,kioShiMa,France,Envy,2015-11-16
616,kennyS,France,Envy,2015-11-16
617,NBK-,France,Envy,2015-11-16
618,apEX,France,Envy,2015-11-16
619,Happy,France,Envy,2015-11-16
620,TaZ,Poland,Virtus.pro,2015-11-16
621,NEO,Poland,Virtus.pro,2015-11-16
622,pashaBiceps,Poland,Virtus.pro,2015-11-16
623,Snax,Poland,Virtus.pro,2015-11-16
624,byali,Poland,Virtus.pro,2015-11-16
625,karrigan,Denmark,TSM,2015-11-16
626,cajunb,Denmark,TSM,2015-11-16
627,Xyp9x,Denmark,TSM,2015-11-16
628,dupreeh,Denmark,TSM,2015-11-16
629,device,Denmark,TSM,2015-11-16
630,olofmeister,Sweden,fnatic,2015-11-16
631,dennis,Sweden,fnatic,2015-11-16
632,flusha,Sweden,fnatic,2015-11-16
633,JW,Sweden,fnatic,2015-11-16
634,KRIMZ,Sweden,fnatic,2015-11-16
635,Edward,Ukraine,Natus Vincere,2015-11-16
636,Zeus,Ukraine,Natus Vincere,2015-11-16
637,GuardiaN,Slovakia,Natus Vincere,2015-11-16
638,seized,Russia,Natus Vincere,2015-11-16
639,flamie,Russia,Natus Vincere,2015-11-16
640,f0rest,Sweden,Ninjas in Pyjamas,2015-11-16
641,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-11-16
642,allu,Finland,Ninjas in Pyjamas,2015-11-16
643,Xizt,Sweden,Ninjas in Pyjamas,2015-11-16
644,friberg,Sweden,Ninjas in Pyjamas,2015-11-16
645,n0thing,United States,Cloud9,2015-11-16
646,seang@res,United States,Cloud9,2015-11-16
647,Skadoodle,United States,Cloud9,2015-11-16
648,freakazoid,United States,Cloud9,2015-11-16
649,shroud,Canada,Cloud9,2015-11-16
650,gob b,Germany,MOUZ,2015-11-16
651,chrisJ,Netherlands,MOUZ,2015-11-16
652,NiKo,Bosnia and Herzegovina,MOUZ,2015-11-16
653,nex,Germany,MOUZ,2015-11-16
654,denis,Germany,MOUZ,2015-11-16
655,FalleN,Brazil,Luminosity,2015-11-16
656,steel,Brazil,Luminosity,2015-11-16
657,fer,Brazil,Luminosity,2015-11-16
658,boltz,Brazil,Luminosity,2015-11-16
659,coldzera,Brazil,Luminosity,2015-11-16
660,fox,Portugal,G2,2015-11-16
661,Maikelele,Sweden,G2,2015-11-16
662,aizy,Denmark,G2,2015-11-16
663,rain,Norway,G2,2015-11-16
664,jkaem,Norway,G2,2015-11-16
665,Hiko,United States,Liquid,2015-11-16
666,adreN,United States,Liquid,2015-11-16
667,nitr0,United States,Liquid,2015-11-16
668,FugLy,United States,Liquid,2015-11-16
669,EliGE,United States,Liquid,2015-11-16
670,shox,France,Titan,2015-11-16
671,Ex6TenZ,Belgium,Titan,2015-11-16
672,RpK,France,Titan,2015-11-16
673,SmithZz,France,Titan,2015-11-16
674,ScreaM,Belgium,Titan,2015-11-16
675,FNS,Canada,CLG,2015-11-16
676,reltuC,United States,CLG,2015-11-16
677,jdm64,United States,CLG,2015-11-16
678,hazed,United States,CLG,2015-11-16
679,tarik,United States,CLG,2015-11-16
680,markeloff,Ukraine,FlipSid3,2015-11-16
681,B1ad3,Ukraine,FlipSid3,2015-11-16
682,bondik,Ukraine,FlipSid3,2015-11-16
683,WorldEdit,Russia,FlipSid3,2015-11-16
684,DavCost,Russia,FlipSid3,2015-11-16
685,RUSH,United States,Conquest,2015-11-16
686,ShahZaM,United States,Conquest,2015-11-16
687,stanislaw,Canada,Conquest,2015-11-16
688,NAF,Canada,Conquest,2015-11-16
689,daps,Canada,Conquest,2015-11-16
690,bubble,Bulgaria,E-frag.net,2015-11-16
691,spyleadeR,Bulgaria,E-frag.net,2015-11-16
692,nkl,Bulgaria,E-frag.net,2015-11-16
693,v1c7oR,Bulgaria,E-frag.net,2015-11-16
694,dream3r,Bulgaria,E-frag.net,2015-11-16
695,yam,Australia,Renegades,2015-11-16
696,jks,Australia,Renegades,2015-11-16
697,AZR,Australia,Renegades,2015-11-16
698,Havoc,Australia,Renegades,2015-11-16
699,SPUNJ,Australia,Renegades,2015-11-16
700,RUBINO,Norway,Dignitas,2015-11-16
701,TENZKI,Denmark,Dignitas,2015-11-16
702,MSL,Denmark,Dignitas,2015-11-16
703,Kjaerbye,Denmark,Dignitas,2015-11-16
704,k0nfig,Denmark,Dignitas,2015-11-16
705,rallen,Poland,Vexed,2015-11-16
706,Hyper,Poland,Vexed,2015-11-16
707,peet,Poland,Vexed,2015-11-16
708,Furlan,Poland,Vexed,2015-11-16
709,GruBy,Poland,Vexed,2015-11-16
710,kUcheR,Russia,HellRaisers,2015-11-16
711,ANGE1,Ukraine,HellRaisers,2015-11-16
712,oskar,Czech Republic,HellRaisers,2015-11-16
713,znajder,Sweden,HellRaisers,2015-11-16
714,STYKO,Slovakia,HellRaisers,2015-11-16
715,Loord,Poland,CSGL,2015-11-16
716,SZPERO,Poland,CSGL,2015-11-16
717,innocent,Poland,CSGL,2015-11-16
718,MICHU,Poland,CSGL,2015-11-16
719,oskarish,Poland,CSGL,2015-11-16
720,flowsicK,United States,Winterfox,2015-11-16
721,Xp3,France,Winterfox,2015-11-16
722,anger,United States,Winterfox,2015-11-16
723,desi,United States,Winterfox,2015-11-16
724,LeX,United States,Winterfox,2015-11-16
725,SEMPHIS,Canada,Complexity,2015-11-16
726,roca,United States,Complexity,2015-11-16
727,valens,United States,Complexity,2015-11-16
728,autimatic,United States,Complexity,2015-11-16
729,sancz,United States,Complexity,2015-11-16
730,Relyks,United States,Enemy,2015-11-16
731,MAiNLiNE,United States,Enemy,2015-11-16
732,Uber,Canada,Enemy,2015-11-16
733,Anomaly,United States,Enemy,2015-11-16
734,koosta,United States,Enemy,2015-11-16
735,arya,United States,Method,2015-11-16
736,DAVEY,Canada,Method,2015-11-16
737,just9n,United States,Method,2015-11-16
738,SileNt,United States,Method,2015-11-16
739,streboR,United States,Method,2015-11-16
740,fnx,Brazil,Games Academy,2015-11-16
741,HEN1,Brazil,Games Academy,2015-11-16
742,LUCAS1,Brazil,Games Academy,2015-11-16
743,TACO,Brazil,Games Academy,2015-11-16
744,SHOOWTiME,Brazil,Games Academy,2015-11-16
745,els,Canada,SKDC,2015-11-16
746,OCEAN,Canada,SKDC,2015-11-16
747,hades,Canada,SKDC,2015-11-16
748,inVert,United States,SKDC,2015-11-16
749,FGB,United States,SKDC,2015-11-16
750,kiko,United States,Torqued,2015-11-16
751,steel,Canada,Torqued,2015-11-16
752,n2g,United States,Torqued,2015-11-16
753,mOE,United States,Torqued,2015-11-16
754,Stewie2K,United States,Torqued,2015-11-16
755,HandleD,United States,Nexus,2015-11-16
756,glorinsz,Canada,Nexus,2015-11-16
757,emode,Canada,Nexus,2015-11-16
758,Wade,United States,Nexus,2015-11-16
759,miKnutty,Canada,Nexus,2015-11-16
760,bENITA,United States,CLG Red,2015-11-16
761,missharvey,Canada,CLG Red,2015-11-16
762,potter,United States,CLG Red,2015-11-16
763,cath,Canada,CLG Red,2015-11-16
764,di^,United States,CLG Red,2015-11-16
765,kioShiMa,France,Envy,2015-11-24
766,kennyS,France,Envy,2015-11-24
767,NBK-,France,Envy,2015-11-24
768,apEX,France,Envy,2015-11-24
769,Happy,France,Envy,2015-11-24
770,karrigan,Denmark,TSM,2015-11-24
771,cajunb,Denmark,TSM,2015-11-24
772,Xyp9x,Denmark,TSM,2015-11-24
773,dupreeh,Denmark,TSM,2015-11-24
774,device,Denmark,TSM,2015-11-24
775,TaZ,Poland,Virtus.pro,2015-11-24
776,NEO,Poland,Virtus.pro,2015-11-24
777,pashaBiceps,Poland,Virtus.pro,2015-11-24
778,Snax,Poland,Virtus.pro,2015-11-24
779,byali,Poland,Virtus.pro,2015-11-24
780,Edward,Ukraine,Natus Vincere,2015-11-24
781,Zeus,Ukraine,Natus Vincere,2015-11-24
782,GuardiaN,Slovakia,Natus Vincere,2015-11-24
783,seized,Russia,Natus Vincere,2015-11-24
784,flamie,Russia,Natus Vincere,2015-11-24
785,olofmeister,Sweden,fnatic,2015-11-24
786,dennis,Sweden,fnatic,2015-11-24
787,flusha,Sweden,fnatic,2015-11-24
788,JW,Sweden,fnatic,2015-11-24
789,KRIMZ,Sweden,fnatic,2015-11-24
790,f0rest,Sweden,Ninjas in Pyjamas,2015-11-24
791,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-11-24
792,allu,Finland,Ninjas in Pyjamas,2015-11-24
793,Xizt,Sweden,Ninjas in Pyjamas,2015-11-24
794,friberg,Sweden,Ninjas in Pyjamas,2015-11-24
795,n0thing,United States,Cloud9,2015-11-24
796,seang@res,United States,Cloud9,2015-11-24
797,Skadoodle,United States,Cloud9,2015-11-24
798,freakazoid,United States,Cloud9,2015-11-24
799,shroud,Canada,Cloud9,2015-11-24
800,fox,Portugal,G2,2015-11-24
801,Maikelele,Sweden,G2,2015-11-24
802,aizy,Denmark,G2,2015-11-24
803,rain,Norway,G2,2015-11-24
804,jkaem,Norway,G2,2015-11-24
805,Hiko,United States,Liquid,2015-11-24
806,adreN,United States,Liquid,2015-11-24
807,nitr0,United States,Liquid,2015-11-24
808,FugLy,United States,Liquid,2015-11-24
809,EliGE,United States,Liquid,2015-11-24
810,gob b,Germany,MOUZ,2015-11-24
811,chrisJ,Netherlands,MOUZ,2015-11-24
812,NiKo,Bosnia and Herzegovina,MOUZ,2015-11-24
813,nex,Germany,MOUZ,2015-11-24
814,denis,Germany,MOUZ,2015-11-24
815,shox,France,Titan,2015-11-24
816,Ex6TenZ,Belgium,Titan,2015-11-24
817,RpK,France,Titan,2015-11-24
818,SmithZz,France,Titan,2015-11-24
819,ScreaM,Belgium,Titan,2015-11-24
820,FNS,Canada,CLG,2015-11-24
821,reltuC,United States,CLG,2015-11-24
822,jdm64,United States,CLG,2015-11-24
823,hazed,United States,CLG,2015-11-24
824,tarik,United States,CLG,2015-11-24
825,markeloff,Ukraine,FlipSid3,2015-11-24
826,B1ad3,Ukraine,FlipSid3,2015-11-24
827,bondik,Ukraine,FlipSid3,2015-11-24
828,WorldEdit,Russia,FlipSid3,2015-11-24
829,DavCost,Russia,FlipSid3,2015-11-24
830,fnx,Brazil,Luminosity,2015-11-24
831,FalleN,Brazil,Luminosity,2015-11-24
832,fer,Brazil,Luminosity,2015-11-24
833,coldzera,Brazil,Luminosity,2015-11-24
834,TACO,Brazil,Luminosity,2015-11-24
835,yam,Australia,Renegades,2015-11-24
836,jks,Australia,Renegades,2015-11-24
837,AZR,Australia,Renegades,2015-11-24
838,Havoc,Australia,Renegades,2015-11-24
839,SPUNJ,Australia,Renegades,2015-11-24
840,RUSH,United States,Conquest,2015-11-24
841,ShahZaM,United States,Conquest,2015-11-24
842,stanislaw,Canada,Conquest,2015-11-24
843,NAF,Canada,Conquest,2015-11-24
844,daps,Canada,Conquest,2015-11-24
845,RUBINO,Norway,Dignitas,2015-11-24
846,TENZKI,Denmark,Dignitas,2015-11-24
847,MSL,Denmark,Dignitas,2015-11-24
848,Kjaerbye,Denmark,Dignitas,2015-11-24
849,k0nfig,Denmark,Dignitas,2015-11-24
850,bubble,Bulgaria,E-frag.net,2015-11-24
851,spyleadeR,Bulgaria,E-frag.net,2015-11-24
852,nkl,Bulgaria,E-frag.net,2015-11-24
853,v1c7oR,Bulgaria,E-frag.net,2015-11-24
854,dream3r,Bulgaria,E-frag.net,2015-11-24
855,rallen,Poland,Vexed,2015-11-24
856,Hyper,Poland,Vexed,2015-11-24
857,peet,Poland,Vexed,2015-11-24
858,Furlan,Poland,Vexed,2015-11-24
859,GruBy,Poland,Vexed,2015-11-24
860,kUcheR,Russia,HellRaisers,2015-11-24
861,ANGE1,Ukraine,HellRaisers,2015-11-24
862,oskar,Czech Republic,HellRaisers,2015-11-24
863,znajder,Sweden,HellRaisers,2015-11-24
864,STYKO,Slovakia,HellRaisers,2015-11-24
865,kioShiMa,France,Envy,2015-12-01
866,kennyS,France,Envy,2015-12-01
867,NBK-,France,Envy,2015-12-01
868,apEX,France,Envy,2015-12-01
869,Happy,France,Envy,2015-12-01
870,karrigan,Denmark,TSM,2015-12-01
871,cajunb,Denmark,TSM,2015-12-01
872,Xyp9x,Denmark,TSM,2015-12-01
873,dupreeh,Denmark,TSM,2015-12-01
874,device,Denmark,TSM,2015-12-01
875,olofmeister,Sweden,fnatic,2015-12-01
876,dennis,Sweden,fnatic,2015-12-01
877,flusha,Sweden,fnatic,2015-12-01
878,JW,Sweden,fnatic,2015-12-01
879,KRIMZ,Sweden,fnatic,2015-12-01
880,TaZ,Poland,Virtus.pro,2015-12-01
881,NEO,Poland,Virtus.pro,2015-12-01
882,pashaBiceps,Poland,Virtus.pro,2015-12-01
883,Snax,Poland,Virtus.pro,2015-12-01
884,byali,Poland,Virtus.pro,2015-12-01
885,Edward,Ukraine,Natus Vincere,2015-12-01
886,Zeus,Ukraine,Natus Vincere,2015-12-01
887,GuardiaN,Slovakia,Natus Vincere,2015-12-01
888,seized,Russia,Natus Vincere,2015-12-01
889,flamie,Russia,Natus Vincere,2015-12-01
890,f0rest,Sweden,Ninjas in Pyjamas,2015-12-01
891,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-12-01
892,allu,Finland,Ninjas in Pyjamas,2015-12-01
893,Xizt,Sweden,Ninjas in Pyjamas,2015-12-01
894,friberg,Sweden,Ninjas in Pyjamas,2015-12-01
895,fnx,Brazil,Luminosity,2015-12-01
896,FalleN,Brazil,Luminosity,2015-12-01
897,fer,Brazil,Luminosity,2015-12-01
898,coldzera,Brazil,Luminosity,2015-12-01
899,TACO,Brazil,Luminosity,2015-12-01
900,fox,Portugal,G2,2015-12-01
901,Maikelele,Sweden,G2,2015-12-01
902,aizy,Denmark,G2,2015-12-01
903,rain,Norway,G2,2015-12-01
904,jkaem,Norway,G2,2015-12-01
905,Hiko,United States,Liquid,2015-12-01
906,adreN,United States,Liquid,2015-12-01
907,nitr0,United States,Liquid,2015-12-01
908,FugLy,United States,Liquid,2015-12-01
909,EliGE,United States,Liquid,2015-12-01
910,n0thing,United States,Cloud9,2015-12-01
911,Skadoodle,United States,Cloud9,2015-12-01
912,freakazoid,United States,Cloud9,2015-12-01
913,shroud,Canada,Cloud9,2015-12-01
914,gob b,Germany,MOUZ,2015-12-01
915,chrisJ,Netherlands,MOUZ,2015-12-01
916,NiKo,Bosnia and Herzegovina,MOUZ,2015-12-01
917,nex,Germany,MOUZ,2015-12-01
918,denis,Germany,MOUZ,2015-12-01
919,shox,France,Titan,2015-12-01
920,Ex6TenZ,Belgium,Titan,2015-12-01
921,RpK,France,Titan,2015-12-01
922,SmithZz,France,Titan,2015-12-01
923,ScreaM,Belgium,Titan,2015-12-01
924,FNS,Canada,CLG,2015-12-01
925,reltuC,United States,CLG,2015-12-01
926,jdm64,United States,CLG,2015-12-01
927,hazed,United States,CLG,2015-12-01
928,tarik,United States,CLG,2015-12-01
929,markeloff,Ukraine,FlipSid3,2015-12-01
930,B1ad3,Ukraine,FlipSid3,2015-12-01
931,bondik,Ukraine,FlipSid3,2015-12-01
932,WorldEdit,Russia,FlipSid3,2015-12-01
933,DavCost,Russia,FlipSid3,2015-12-01
934,yam,Australia,Renegades,2015-12-01
935,jks,Australia,Renegades,2015-12-01
936,AZR,Australia,Renegades,2015-12-01
937,Havoc,Australia,Renegades,2015-12-01
938,SPUNJ,Australia,Renegades,2015-12-01
939,RUSH,United States,Conquest,2015-12-01
940,ShahZaM,United States,Conquest,2015-12-01
941,stanislaw,Canada,Conquest,2015-12-01
942,NAF,Canada,Conquest,2015-12-01
943,daps,Canada,Conquest,2015-12-01
944,RUBINO,Norway,Dignitas,2015-12-01
945,TENZKI,Denmark,Dignitas,2015-12-01
946,MSL,Denmark,Dignitas,2015-12-01
947,Kjaerbye,Denmark,Dignitas,2015-12-01
948,k0nfig,Denmark,Dignitas,2015-12-01
949,bubble,Bulgaria,E-frag.net,2015-12-01
950,spyleadeR,Bulgaria,E-frag.net,2015-12-01
951,nkl,Bulgaria,E-frag.net,2015-12-01
952,v1c7oR,Bulgaria,E-frag.net,2015-12-01
953,dream3r,Bulgaria,E-frag.net,2015-12-01
954,rallen,Poland,Vexed,2015-12-01
955,Hyper,Poland,Vexed,2015-12-01
956,peet,Poland,Vexed,2015-12-01
957,Furlan,Poland,Vexed,2015-12-01
958,GruBy,Poland,Vexed,2015-12-01
959,kUcheR,Russia,HellRaisers,2015-12-01
960,ANGE1,Ukraine,HellRaisers,2015-12-01
961,oskar,Czech Republic,HellRaisers,2015-12-01
962,znajder,Sweden,HellRaisers,2015-12-01
963,STYKO,Slovakia,HellRaisers,2015-12-01
964,olofmeister,Sweden,fnatic,2015-12-08
965,dennis,Sweden,fnatic,2015-12-08
966,flusha,Sweden,fnatic,2015-12-08
967,JW,Sweden,fnatic,2015-12-08
968,KRIMZ,Sweden,fnatic,2015-12-08
969,kioShiMa,France,Envy,2015-12-08
970,kennyS,France,Envy,2015-12-08
971,NBK-,France,Envy,2015-12-08
972,apEX,France,Envy,2015-12-08
973,Happy,France,Envy,2015-12-08
974,karrigan,Denmark,?,2015-12-08
975,cajunb,Denmark,?,2015-12-08
976,Xyp9x,Denmark,?,2015-12-08
977,dupreeh,Denmark,?,2015-12-08
978,device,Denmark,?,2015-12-08
979,TaZ,Poland,Virtus.pro,2015-12-08
980,NEO,Poland,Virtus.pro,2015-12-08
981,pashaBiceps,Poland,Virtus.pro,2015-12-08
982,Snax,Poland,Virtus.pro,2015-12-08
983,byali,Poland,Virtus.pro,2015-12-08
984,Edward,Ukraine,Natus Vincere,2015-12-08
985,Zeus,Ukraine,Natus Vincere,2015-12-08
986,GuardiaN,Slovakia,Natus Vincere,2015-12-08
987,seized,Russia,Natus Vincere,2015-12-08
988,flamie,Russia,Natus Vincere,2015-12-08
989,f0rest,Sweden,Ninjas in Pyjamas,2015-12-08
990,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-12-08
991,Xizt,Sweden,Ninjas in Pyjamas,2015-12-08
992,friberg,Sweden,Ninjas in Pyjamas,2015-12-08
993,fnx,Brazil,Luminosity,2015-12-08
994,FalleN,Brazil,Luminosity,2015-12-08
995,fer,Brazil,Luminosity,2015-12-08
996,coldzera,Brazil,Luminosity,2015-12-08
997,TACO,Brazil,Luminosity,2015-12-08
998,fox,Portugal,G2,2015-12-08
999,Maikelele,Sweden,G2,2015-12-08
1000,aizy,Denmark,G2,2015-12-08
1001,rain,Norway,G2,2015-12-08
1002,jkaem,Norway,G2,2015-12-08
1003,Hiko,United States,Liquid,2015-12-08
1004,adreN,United States,Liquid,2015-12-08
1005,nitr0,United States,Liquid,2015-12-08
1006,FugLy,United States,Liquid,2015-12-08
1007,EliGE,United States,Liquid,2015-12-08
1008,n0thing,United States,Cloud9,2015-12-08
1009,Skadoodle,United States,Cloud9,2015-12-08
1010,freakazoid,United States,Cloud9,2015-12-08
1011,shroud,Canada,Cloud9,2015-12-08
1012,gob b,Germany,MOUZ,2015-12-08
1013,chrisJ,Netherlands,MOUZ,2015-12-08
1014,NiKo,Bosnia and Herzegovina,MOUZ,2015-12-08
1015,nex,Germany,MOUZ,2015-12-08
1016,denis,Germany,MOUZ,2015-12-08
1017,shox,France,Titan,2015-12-08
1018,Ex6TenZ,Belgium,Titan,2015-12-08
1019,RpK,France,Titan,2015-12-08
1020,SmithZz,France,Titan,2015-12-08
1021,ScreaM,Belgium,Titan,2015-12-08
1022,FNS,Canada,CLG,2015-12-08
1023,reltuC,United States,CLG,2015-12-08
1024,jdm64,United States,CLG,2015-12-08
1025,hazed,United States,CLG,2015-12-08
1026,tarik,United States,CLG,2015-12-08
1027,markeloff,Ukraine,FlipSid3,2015-12-08
1028,B1ad3,Ukraine,FlipSid3,2015-12-08
1029,Shara,Ukraine,FlipSid3,2015-12-08
1030,bondik,Ukraine,FlipSid3,2015-12-08
1031,WorldEdit,Russia,FlipSid3,2015-12-08
1032,yam,Australia,Renegades,2015-12-08
1033,jks,Australia,Renegades,2015-12-08
1034,AZR,Australia,Renegades,2015-12-08
1035,Havoc,Australia,Renegades,2015-12-08
1036,SPUNJ,Australia,Renegades,2015-12-08
1037,RUSH,United States,Conquest,2015-12-08
1038,ShahZaM,United States,Conquest,2015-12-08
1039,stanislaw,Canada,Conquest,2015-12-08
1040,NAF,Canada,Conquest,2015-12-08
1041,daps,Canada,Conquest,2015-12-08
1042,RUBINO,Norway,Dignitas,2015-12-08
1043,TENZKI,Denmark,Dignitas,2015-12-08
1044,MSL,Denmark,Dignitas,2015-12-08
1045,Kjaerbye,Denmark,Dignitas,2015-12-08
1046,k0nfig,Denmark,Dignitas,2015-12-08
1047,Friis,Denmark,SK,2015-12-08
1048,MODDII,Sweden,SK,2015-12-08
1049,Pimp,Denmark,SK,2015-12-08
1050,AcilioN,Denmark,SK,2015-12-08
1051,Magisk,Denmark,SK,2015-12-08
1052,bubble,Bulgaria,E-frag.net,2015-12-08
1053,spyleadeR,Bulgaria,E-frag.net,2015-12-08
1054,nkl,Bulgaria,E-frag.net,2015-12-08
1055,v1c7oR,Bulgaria,E-frag.net,2015-12-08
1056,dream3r,Bulgaria,E-frag.net,2015-12-08
1057,rallen,Poland,Vexed,2015-12-08
1058,Hyper,Poland,Vexed,2015-12-08
1059,peet,Poland,Vexed,2015-12-08
1060,Furlan,Poland,Vexed,2015-12-08
1061,GruBy,Poland,Vexed,2015-12-08
1062,olofmeister,Sweden,fnatic,2015-12-14
1063,dennis,Sweden,fnatic,2015-12-14
1064,flusha,Sweden,fnatic,2015-12-14
1065,JW,Sweden,fnatic,2015-12-14
1066,KRIMZ,Sweden,fnatic,2015-12-14
1067,kioShiMa,France,Envy,2015-12-14
1068,kennyS,France,Envy,2015-12-14
1069,NBK-,France,Envy,2015-12-14
1070,apEX,France,Envy,2015-12-14
1071,Happy,France,Envy,2015-12-14
1072,Edward,Ukraine,Natus Vincere,2015-12-14
1073,Zeus,Ukraine,Natus Vincere,2015-12-14
1074,GuardiaN,Slovakia,Natus Vincere,2015-12-14
1075,seized,Russia,Natus Vincere,2015-12-14
1076,flamie,Russia,Natus Vincere,2015-12-14
1077,karrigan,Denmark,?,2015-12-14
1078,cajunb,Denmark,?,2015-12-14
1079,Xyp9x,Denmark,?,2015-12-14
1080,dupreeh,Denmark,?,2015-12-14
1081,device,Denmark,?,2015-12-14
1082,TaZ,Poland,Virtus.pro,2015-12-14
1083,NEO,Poland,Virtus.pro,2015-12-14
1084,pashaBiceps,Poland,Virtus.pro,2015-12-14
1085,Snax,Poland,Virtus.pro,2015-12-14
1086,byali,Poland,Virtus.pro,2015-12-14
1087,f0rest,Sweden,Ninjas in Pyjamas,2015-12-14
1088,GeT_RiGhT,Sweden,Ninjas in Pyjamas,2015-12-14
1089,Xizt,Sweden,Ninjas in Pyjamas,2015-12-14
1090,friberg,Sweden,Ninjas in Pyjamas,2015-12-14
1091,fnx,Brazil,Luminosity,2015-12-14
1092,FalleN,Brazil,Luminosity,2015-12-14
1093,fer,Brazil,Luminosity,2015-12-14
1094,coldzera,Brazil,Luminosity,2015-12-14
1095,TACO,Brazil,Luminosity,2015-12-14
1096,fox,Portugal,G2,2015-12-14
1097,Maikelele,Sweden,G2,2015-12-14
1098,aizy,Denmark,G2,2015-12-14
1099,rain,Norway,G2,2015-12-14
1100,jkaem,Norway,G2,2015-12-14
1101,Hiko,United States,Liquid,2015-12-14
1102,adreN,United States,Liquid,2015-12-14
1103,nitr0,United States,Liquid,2015-12-14
1104,FugLy,United States,Liquid,2015-12-14
1105,EliGE,United States,Liquid,2015-12-14
1106,n0thing,United States,Cloud9,2015-12-14
1107,Skadoodle,United States,Cloud9,2015-12-14
1108,freakazoid,United States,Cloud9,2015-12-14
1109,shroud,Canada,Cloud9,2015-12-14
1110,gob b,Germany,MOUZ,2015-12-14
1111,chrisJ,Netherlands,MOUZ,2015-12-14
1112,NiKo,Bosnia and Herzegovina,MOUZ,2015-12-14
1113,nex,Germany,MOUZ,2015-12-14
1114,denis,Germany,MOUZ,2015-12-14
1115,shox,France,Titan,2015-12-14
1116,Ex6TenZ,Belgium,Titan,2015-12-14
1117,RpK,France,Titan,2015-12-14
1118,SmithZz,France,Titan,2015-12-14
1119,ScreaM,Belgium,Titan,2015-12-14
1120,FNS,Canada,CLG,2015-12-14
1121,reltuC,United States,CLG,2015-12-14
1122,jdm64,United States,CLG,2015-12-14
1123,hazed,United States,CLG,2015-12-14
1124,tarik,United States,CLG,2015-12-14
1125,markeloff,Ukraine,FlipSid3,2015-12-14
1126,B1ad3,Ukraine,FlipSid3,2015-12-14
1127,Shara,Ukraine,FlipSid3,2015-12-14
1128,bondik,Ukraine,FlipSid3,2015-12-14
1129,WorldEdit,Russia,FlipSid3,2015-12-14
1130,yam,Australia,Renegades,2015-12-14
1131,jks,Australia,Renegades,2015-12-14
1132,AZR,Australia,Renegades,2015-12-14
1133,Havoc,Australia,Renegades,2015-12-14
1134,SPUNJ,Australia,Renegades,2015-12-14
1135,RUSH,United States,Conquest,2015-12-14
1136,ShahZaM,United States,Conquest,2015-12-14
1137,stanislaw,Canada,Conquest,2015-12-14
1138,NAF,Canada,Conquest,2015-12-14
1139,daps,Canada,Conquest,2015-12-14
1140,RUBINO,Norway,Dignitas,2015-12-14
1141,TENZKI,Denmark,Dignitas,2015-12-14
1142,MSL,Denmark,Dignitas,2015-12-14
1143,Kjaerbye,Denmark,Dignitas,2015-12-14
1144,k0nfig,Denmark,Dignitas,2015-12-14
1145,Friis,Denmark,SK,2015-12-14
1146,MODDII,Sweden,SK,2015-12-14
1147,Pimp,Denmark,SK,2015-12-14
1148,AcilioN,Denmark,SK,2015-12-14
1149,Magisk,Denmark,SK,2015-12-14
1150,bubble,Bulgaria,E-frag.net,2015-12-14
1151,spyleadeR,Bulgaria,E-frag.net,2015-12-14
1152,nkl,Bulgaria,E-frag.net,2015-12-14
1153,v1c7oR,Bulgaria,E-frag.net,2015-12-14
1154,dream3r,Bulgaria,E-frag.net,2015-12-14
1155,kUcheR,Russia,HellRaisers,2015-12-14
1156,ANGE1,Ukraine,HellRaisers,2015-12-14
